Index,Image Features
1437,"[ 6.83505088e-02  9.70602989e-01  2.00545818e-01 ... -8.48070489e-19
  6.73437500e-01  6.49000000e+02]"
1438,"[3.60085130e-01 2.08947182e+00 2.01752678e-01 ... 1.59301923e-18
 1.50234742e+00 7.86000000e+02]"
1439,"[5.95382298e-04 2.39382684e-01 3.57426941e-01 ... 5.84781533e-15
 7.50000000e-01 7.11000000e+02]"
1440,"[ 1.12905405e-01  6.08870864e-01  3.75803411e-01 ... -2.28032318e-16
  1.52019002e+00  4.41000000e+02]"
1441,"[2.74548512e-02 1.86499521e-01 2.43013874e-02 ... 4.96583453e-19
 1.49882904e+00 5.70000000e+02]"
1442,"[ 3.68947275e-02  9.58970666e-01  1.14785373e+00 ... -1.16730745e-18
  1.33333333e+00  9.92000000e+02]"
1443,"[ 0.00000000e+00  8.85683596e-02  1.11537101e-02 ... -5.94412530e-20
  1.33333333e+00  9.58000000e+02]"
1444,"[8.70560229e-01 2.24889708e+00 1.74739683e+00 ... 8.28701902e-16
 1.00000000e+00 7.74000000e+02]"
1445,"[2.95833677e-01 0.00000000e+00 6.55785084e-01 ... 1.68208856e-14
 1.00000000e+00 2.17000000e+02]"
1446,"[ 6.26814514e-02  1.59571350e-01  4.93094504e-01 ... -1.27724613e-17
  6.98437500e-01  1.14600000e+03]"
1447,"[ 5.83532974e-02  1.53103902e-03  2.57965326e-01 ... -2.04186172e-14
  6.62500000e-01  3.39000000e+02]"
1448,"[0.00000000e+00 1.72795042e-01 3.52291584e-01 ... 1.21651938e-17
 7.50000000e-01 1.09200000e+03]"
1449,"[ 8.08259100e-02  1.95604220e-01  1.48922321e-03 ... -2.83386647e-20
  7.50000000e-01  1.05800000e+03]"
1450,"[1.91914067e-01 1.58707067e-01 2.31527120e-01 ... 1.93454144e-15
 1.50943396e+00 2.97000000e+02]"
1451,"[ 7.76186883e-02  1.25110352e+00  1.25775337e+00 ... -1.29873267e-16
  1.33333333e+00  1.13900000e+03]"
1452,"[2.17992455e-01 9.04284179e-01 1.45967882e-02 ... 4.94005938e-17
 1.33333333e+00 5.38000000e+02]"
1453,"[ 8.87587517e-02  1.04306686e+00  3.56117994e-01 ... -7.46616814e-16
  6.67187500e-01  6.46000000e+02]"
1454,"[ 1.38289286e-02  3.52047253e+00  1.98422039e+00 ... -1.18377978e-18
  1.49882904e+00  8.36000000e+02]"
1455,"[1.65445566e-01 5.83233058e-01 5.99872395e-02 ... 7.15232086e-16
 1.50150150e+00 3.30000000e+02]"
1456,"[4.76893216e-01 2.61679173e-01 1.26914039e-01 ... 2.17165857e-16
 1.39433551e+00 6.03000000e+02]"
1457,"[ 0.00000000e+00  8.67182672e-01  2.64994383e-01 ... -4.84120542e-19
  1.33891213e+00  2.40600000e+03]"
1458,"[ 2.01483861e-01  1.14326179e+00  1.01488328e+00 ... -4.72501541e-20
  8.73437500e-01  1.27800000e+03]"
1459,"[ 6.18362844e-01  1.47869456e+00  5.03318548e+00 ... -5.50868256e-17
  1.50234742e+00  3.90000000e+02]"
1460,"[ 7.23173246e-02  8.43844190e-02  1.52566695e+00 ... -7.12900302e-17
  7.50000000e-01  8.54000000e+02]"
1461,"[9.03135091e-02 3.20525289e-01 4.34828013e-01 ... 3.86383226e-17
 1.40043764e+00 6.52000000e+02]"
1462,"[4.86979723e-01 2.94593602e-01 8.24686170e-01 ... 3.23885059e-17
 7.50000000e-01 7.12000000e+02]"
1463,"[ 9.26962420e-02  2.23149866e-01  9.21914756e-01 ... -1.23921800e-16
  7.50000000e-01  5.57000000e+02]"
1464,"[ 9.83908176e-01  1.04511154e+00  6.70581579e-01 ... -2.12045564e-16
  1.22033898e+00  3.01000000e+02]"
1465,"[1.23027608e-01 5.91027260e-01 5.42425394e-01 ... 4.80251722e-15
 1.33333333e+00 3.83000000e+02]"
1466,"[4.24717486e-01 6.17804289e-01 2.05092251e-01 ... 6.40969991e-18
 7.48333333e-01 9.71000000e+02]"
1467,"[ 1.32495657e-01  1.07253230e+00  1.70413833e-02 ... -4.16569736e-17
  1.33333333e+00  8.41000000e+02]"
1468,"[ 3.73718858e-01  1.62516785e+00  8.65780935e-02 ... -1.28552586e-15
  1.00000000e+00  6.20000000e+02]"
1469,"[ 1.01737734e-02  4.93662626e-01  2.03982329e+00 ... -8.36887847e-18
  1.49882904e+00  3.34000000e+02]"
1470,"[ 2.45749784e+00  2.02511072e-01  8.93426538e-02 ... -8.64559325e-16
  1.49532710e+00  2.29000000e+02]"
1471,"[8.81567836e-01 1.63073421e-01 8.07758868e-01 ... 5.03484420e-14
 6.67187500e-01 6.40000000e+01]"
1472,"[ 7.87197351e-01  1.95370579e+00  2.31606317e+00 ... -1.30857847e-18
  1.33333333e+00  6.88000000e+02]"
1473,"[ 1.61736488e-01  1.49049175e+00  1.88340899e-02 ... -1.68881525e-16
  1.33333333e+00  2.57500000e+03]"
1474,"[ 4.97492641e-01  3.15368116e-01  1.27900586e-01 ... -5.13508766e-19
  1.50602410e+00  6.86000000e+02]"
1475,"[7.86814373e-03 5.48534930e-01 0.00000000e+00 ... 4.72132577e-17
 1.33333333e+00 6.38000000e+02]"
1476,"[0.00000000e+00 2.12160766e-01 8.66488665e-02 ... 1.47868048e-16
 9.70000000e-01 3.95000000e+02]"
1477,"[2.90878229e-02 4.56123143e-01 2.54862577e-01 ... 4.38788409e-19
 1.39433551e+00 8.67000000e+02]"
1478,"[3.40554923e-01 1.03425455e+00 3.41620475e-01 ... 1.81353476e-19
 1.00000000e+00 7.82000000e+02]"
1479,"[9.55272987e-02 5.03119677e-02 4.31059226e-02 ... 8.37182840e-18
 1.33333333e+00 5.38000000e+02]"
1480,"[ 1.99421182e-01  5.88647187e-01  8.80534530e-01 ... -2.69872974e-15
  1.00000000e+00  1.37000000e+02]"
1481,"[ 8.49353522e-02  4.31823939e-01  0.00000000e+00 ... -5.64092412e-19
  1.53477218e+00  1.24600000e+03]"
1482,"[2.61761278e-01 0.00000000e+00 7.20626771e-01 ... 3.09374472e-19
 1.50234742e+00 5.78000000e+02]"
1483,"[ 5.68362288e-02  0.00000000e+00  3.65465975e+00 ... -7.32883965e-20
  1.33333333e+00  9.97000000e+02]"
1484,"[ 2.09910259e-01  3.43968213e-01  0.00000000e+00 ... -7.72535630e-17
  7.50000000e-01  7.18000000e+02]"
1485,"[ 0.00000000e+00  1.04942369e+00  8.38578343e-01 ... -1.08806447e-19
  9.98000000e-01  7.39000000e+02]"
1486,"[1.03967115e-01 8.40712726e-01 0.00000000e+00 ... 4.42710585e-18
 1.50234742e+00 8.45000000e+02]"
1487,"[ 4.71735783e-02  2.23508269e-01  4.24439386e-02 ... -8.89576141e-17
  6.69250646e-01  3.26000000e+02]"
1488,"[ 1.51869893e-01  6.91105604e-01  7.86793590e-01 ... -4.73292847e-21
  8.26000000e-01  1.97100000e+03]"
1489,"[1.26761710e-02 9.43495274e-01 6.99346125e-01 ... 4.76598831e-16
 1.33333333e+00 5.88000000e+02]"
1490,"[ 3.61505657e-01  1.00615919e+00  0.00000000e+00 ... -3.63497771e-19
  1.33333333e+00  9.79000000e+02]"
1491,"[ 1.73548326e-01  5.71982563e-01  1.38924778e+00 ... -4.40045335e-19
  8.65625000e-01  1.26800000e+03]"
1492,"[3.08469846e-03 5.79817891e-01 6.07986152e-02 ... 4.74686333e-16
 1.33333333e+00 4.29000000e+02]"
1493,"[ 2.18574986e-01  1.26610911e+00  6.42738044e-01 ... -2.58067839e-19
  1.33333333e+00  9.85000000e+02]"
1494,"[3.23683843e-02 9.67509001e-02 6.45259172e-02 ... 2.75654302e-16
 7.50000000e-01 6.96000000e+02]"
1495,"[2.99777567e-01 2.59375739e+00 1.13169658e+00 ... 1.55453370e-18
 1.33891213e+00 1.10300000e+03]"
1496,"[ 2.13185906e-01  3.34450662e-01  0.00000000e+00 ... -7.81072177e-17
  1.00000000e+00  3.60000000e+01]"
1497,"[ 3.08196783e-01  1.94118872e-01  2.09360808e-01 ... -1.75726677e-18
  1.33333333e+00  1.81400000e+03]"
1498,"[7.61501074e-01 4.43628907e-01 2.76379800e+00 ... 8.24064337e-19
 1.33333333e+00 1.75200000e+03]"
1499,"[9.05818522e-01 7.80451775e-01 2.76230592e-02 ... 3.80465135e-19
 1.16575592e+00 8.77000000e+02]"
1500,"[4.24290523e-02 4.30085361e-01 1.71199095e+00 ... 1.54647433e-17
 1.33333333e+00 8.70000000e+01]"
1501,"[0.00000000e+00 6.83065236e-01 6.21380610e-03 ... 6.28892221e-17
 1.60771704e+00 1.65000000e+02]"
1502,"[2.69707114e-01 4.30692464e-01 1.70670897e-01 ... 3.15018675e-19
 1.33333333e+00 1.58700000e+03]"
1503,"[ 5.38024530e-02  1.50451139e-01  4.72210914e-01 ... -1.76487391e-19
  1.67101828e+00  1.13300000e+03]"
1504,"[ 4.19936962e-02  3.91127169e-01  4.60995585e-01 ... -4.87458362e-20
  1.50234742e+00  1.51400000e+03]"
1505,"[3.55654895e-01 2.84690470e-01 1.37328757e-02 ... 6.06688385e-18
 1.40043764e+00 7.91000000e+02]"
1506,"[4.55205403e-02 2.66436070e-01 2.02448890e-01 ... 5.17464377e-16
 1.49882904e+00 4.16000000e+02]"
1507,"[ 4.06447440e-01  4.78127182e-01  1.70886844e-01 ... -5.57416051e-16
  7.50000000e-01  5.45000000e+02]"
1508,"[7.62299597e-02 4.31030184e-01 1.42225802e+00 ... 1.98597362e-19
 1.49882904e+00 8.68000000e+02]"
1509,"[7.90618882e-02 5.80133758e-02 2.39093706e-01 ... 3.71592497e-17
 7.50000000e-01 7.09000000e+02]"
1510,"[ 2.27616029e-03  3.91718894e-02  6.37081087e-01 ... -8.79783080e-18
  7.50000000e-01  4.66000000e+02]"
1511,"[ 3.43414694e-01  1.91004574e-02  7.70154655e-01 ... -1.52743237e-17
  6.67187500e-01  3.55000000e+02]"
1512,"[3.73087168e-01 8.39546204e-01 7.13317469e-02 ... 1.43134328e-16
 1.27744511e+00 8.68000000e+02]"
1513,"[ 4.73238789e-02  1.19652462e+00  3.55866134e-01 ... -3.42218654e-17
  1.49882904e+00  5.01000000e+02]"
1514,"[5.40270030e-01 6.73937321e-01 5.98476052e-01 ... 9.77192999e-17
 1.40043764e+00 5.92000000e+02]"
1515,"[ 3.97286899e-02  9.95965660e-01  1.00883293e+00 ... -1.13385719e-22
  1.33333333e+00  1.65700000e+03]"
1516,"[7.49114081e-02 1.84263781e-01 5.52262999e-02 ... 8.10511302e-19
 1.49882904e+00 6.45000000e+02]"
1517,"[0.00000000e+00 3.71526212e-01 3.64546478e-01 ... 3.69261943e-18
 1.49882904e+00 8.15000000e+02]"
1518,"[1.44046396e-01 8.41334879e-01 8.03464800e-02 ... 2.74502727e-16
 1.50150150e+00 2.23000000e+02]"
1519,"[ 4.81213361e-01  1.32278597e+00  8.21000576e-01 ... -4.50680978e-19
  1.33333333e+00  1.30800000e+03]"
1520,"[3.86046231e-01 7.04664290e-02 4.39926773e-01 ... 4.71226341e-15
 1.33333333e+00 5.75000000e+02]"
1521,"[ 3.03043783e-01  3.36514568e+00  3.13744217e-01 ... -1.23887416e-19
  2.41509434e+00  1.10300000e+03]"
1522,"[ 1.69432908e-02  1.80509090e+00  1.94654036e+00 ... -2.80958898e-17
  1.49882904e+00  8.19000000e+02]"
1523,"[ 4.61689770e-01  1.08014274e+00  1.00811100e+00 ... -1.14835905e-22
  1.45785877e+00  3.07700000e+03]"
1524,"[4.61681522e-02 1.80352724e+00 1.55309081e+00 ... 2.93199342e-19
 1.33333333e+00 1.55000000e+03]"
1525,"[4.99871790e-01 8.25244665e-01 3.40502828e-01 ... 8.07301926e-15
 1.50943396e+00 2.79000000e+02]"
1526,"[2.30216421e-02 1.68063566e-01 2.17308021e+00 ... 9.85527442e-18
 1.00000000e+00 9.14000000e+02]"
1527,"[ 1.22579485e-01  1.36597610e+00  2.56139445e+00 ... -1.61200359e-12
  1.77285319e+00  1.63000000e+02]"
1528,"[ 1.67523772e-01  2.40012026e+00  1.35336924e+00 ... -1.29922196e-20
  1.33333333e+00  1.15600000e+03]"
1529,"[0.00000000e+00 4.13523823e-01 1.11930840e-01 ... 5.95805813e-15
 1.27744511e+00 3.50000000e+02]"
1530,"[3.00926920e-02 4.30703461e-01 3.56589735e-01 ... 2.27892400e-16
 6.65625000e-01 2.33000000e+02]"
1531,"[8.68183672e-02 3.60601209e-02 1.07577302e-01 ... 1.23901236e-19
 7.56250000e-01 1.00000000e+00]"
1532,"[1.04827590e-01 1.17280567e+00 1.44003952e+00 ... 7.35154119e-20
 7.50000000e-01 4.69000000e+02]"
1533,"[3.12833548e-01 4.44772929e-01 5.12157679e-01 ... 3.82714258e-13
 1.33333333e+00 2.58000000e+02]"
1534,"[ 4.12510216e-01  2.44419694e-01  2.65282169e-02 ... -2.44587024e-18
  1.41280353e+00  1.98500000e+03]"
1535,"[2.02713341e-01 8.73860240e-01 3.12073410e-01 ... 1.22271619e-17
 1.78272981e+00 6.39000000e+02]"
1536,"[ 4.64624047e-01  0.00000000e+00  5.78177154e-01 ... -1.44203954e-17
  6.67187500e-01  5.70000000e+02]"
1537,"[7.74626136e-02 8.72984648e-01 3.00093085e-01 ... 1.22374416e-19
 1.33333333e+00 8.17000000e+02]"
1538,"[ 6.54981583e-02  1.45399887e-02  0.00000000e+00 ... -2.28281792e-15
  1.62849873e+00  6.68000000e+02]"
1539,"[3.97574417e-02 6.17586851e-01 1.46745607e-01 ... 7.72218884e-19
 1.49882904e+00 4.24000000e+02]"
1540,"[1.72475964e-01 0.00000000e+00 1.17077947e+00 ... 8.61322988e-11
 7.50000000e-01 7.60000000e+01]"
1541,"[ 1.90959573e-01  7.23763347e-01  9.20921713e-02 ... -5.27973621e-17
  1.50234742e+00  7.80000000e+02]"
1542,"[ 0.00000000e+00  1.14576980e-01  1.34452313e-01 ... -1.90700228e-20
  7.50000000e-01  1.96100000e+03]"
1543,"[ 7.59167433e-01  8.82759631e-01  4.94442016e-01 ... -9.40992266e-15
  7.50000000e-01  3.44000000e+02]"
1544,"[ 6.17098361e-02  3.16215575e-01  1.37711227e+00 ... -6.73384939e-18
  1.33333333e+00  1.08900000e+03]"
1545,"[1.40047669e-01 1.69793558e+00 4.80450302e-01 ... 3.53723170e-17
 1.33333333e+00 7.97000000e+02]"
1546,"[ 1.15296887e-02  2.67138124e-01  9.40114167e-03 ... -1.21953957e-16
  1.49882904e+00  5.17000000e+02]"
1547,"[5.72542176e-02 1.36568403e+00 8.38170236e-04 ... 2.40266608e-19
 1.49184149e+00 6.74000000e+02]"
1548,"[1.99305147e-01 8.39583129e-02 1.66659594e-01 ... 3.95593695e-12
 1.00000000e+00 1.12000000e+02]"
1549,"[ 5.47276020e-01  4.24781322e-01  3.52807790e-01 ... -8.96210841e-18
  1.49882904e+00  6.77000000e+02]"
1550,"[2.43099213e-01 1.63617158e+00 1.36848882e-01 ... 1.15014041e-19
 1.33333333e+00 2.55100000e+03]"
1551,"[3.48592877e-01 1.29074264e+00 1.71884882e+00 ... 2.13582490e-17
 1.33333333e+00 8.84000000e+02]"
1552,"[2.90059876e-02 2.60419250e-01 3.31050128e-01 ... 6.45057579e-19
 1.49882904e+00 7.29000000e+02]"
1553,"[8.43946710e-02 3.28663737e-01 3.99648011e-01 ... 1.16331714e-16
 6.67187500e-01 2.88000000e+02]"
1554,"[ 2.37166047e-01  2.95203239e-01  4.21107620e-01 ... -2.36581984e-16
  6.68000000e-01  3.30000000e+02]"
1555,"[2.08915770e-01 4.63074714e-01 3.87461901e-01 ... 8.14558726e-20
 7.50000000e-01 1.67200000e+03]"
1556,"[ 5.15254401e-03  3.04438472e-01  2.29961276e+00 ... -6.98394969e-18
  1.61616162e+00  1.09200000e+03]"
1557,"[ 4.51673158e-02  2.53252578e+00  1.39101219e+00 ... -3.40595541e-21
  1.00000000e+00  2.94900000e+03]"
1558,"[ 8.77594948e-03  1.06646955e+00  1.11467123e+00 ... -1.98929664e-16
  1.33333333e+00  6.65000000e+02]"
1559,"[2.60626584e-01 1.81058809e-01 0.00000000e+00 ... 2.77053347e-18
 1.33333333e+00 8.24000000e+02]"
1560,"[4.16116506e-01 1.69528723e+00 4.94569428e-02 ... 2.82992076e-18
 7.50000000e-01 5.79000000e+02]"
1561,"[1.28160834e-01 1.88084376e+00 2.09418274e-02 ... 8.73416126e-13
 1.33333333e+00 1.13000000e+02]"
1562,"[1.80931557e-02 4.66419369e-01 6.38377666e-02 ... 1.76074644e-16
 1.46453089e+00 4.94000000e+02]"
1563,"[ 0.00000000e+00  9.57208574e-01  1.12381506e+00 ... -2.85513445e-14
  6.67187500e-01  3.22000000e+02]"
1564,"[ 1.24236143e+00  9.68302369e-01  3.25515652e+00 ... -4.80831996e-17
  1.00000000e+00  1.12400000e+03]"
1565,"[1.60723478e-01 4.85760838e-01 1.15598381e-01 ... 8.61058475e-16
 1.41906874e+00 4.32000000e+02]"
1566,"[ 2.23659903e-01  1.42060053e+00  5.28822243e-01 ... -1.03074915e-21
  1.49882904e+00  1.84100000e+03]"
1567,"[0.00000000e+00 2.09080487e-01 3.89442474e-01 ... 8.20353999e-18
 1.33333333e+00 1.25700000e+03]"
1568,"[1.12279281e-01 1.07037652e+00 2.01429442e-01 ... 3.54456510e-17
 1.33333333e+00 5.54000000e+02]"
1569,"[5.70207252e-04 4.43585485e-01 2.46005416e-01 ... 3.30465924e-17
 1.33333333e+00 1.31100000e+03]"
1570,"[3.03955615e-01 2.12400243e-01 6.50058031e-01 ... 2.24592048e-18
 1.33333333e+00 1.22100000e+03]"
1571,"[3.09032016e-02 2.03240141e-01 3.90279502e-01 ... 3.12763531e-19
 1.33333333e+00 5.78000000e+02]"
1572,"[ 5.66423714e-01  1.22429252e+00  1.03537643e+00 ... -2.70417920e-18
  1.33333333e+00  9.28000000e+02]"
1573,"[ 5.13468921e-01  1.17381883e+00  1.55967891e-01 ... -1.66070972e-15
  1.77285319e+00  5.01000000e+02]"
1574,"[ 2.17430696e-01  1.43925741e-01  1.09814517e-01 ... -2.72207231e-24
  1.24513619e+00  2.35600000e+03]"
1575,"[1.86363235e-02 4.92642462e-01 1.95171595e+00 ... 2.03400001e-18
 6.68750000e-01 6.74000000e+02]"
1576,"[ 1.02082387e-01  1.42958071e-02  4.44653809e-01 ... -1.56118946e-16
  6.67187500e-01  2.26000000e+02]"
1577,"[5.89772344e-01 1.08176433e-01 9.74870473e-03 ... 4.47441283e-16
 1.33333333e+00 1.01900000e+03]"
1578,"[2.32673854e-01 5.50924242e-01 2.98815787e-01 ... 1.09448478e-13
 1.50150150e+00 2.70000000e+01]"
1579,"[ 1.54713104e-02  6.04072988e-01  1.26018869e-02 ... -1.31013543e-17
  1.33333333e+00  3.91000000e+02]"
1580,"[2.11109757e+00 8.86351764e-01 5.82044899e-01 ... 4.68871070e-14
 1.49882904e+00 3.78000000e+02]"
1581,"[ 6.96090519e-01  3.24851900e-01  1.63856968e-01 ... -9.41251209e-17
  1.49882904e+00  2.96000000e+02]"
1582,"[6.47077203e-01 8.84102564e-03 2.72775203e-01 ... 4.68671122e-16
 1.71821306e+00 3.97000000e+02]"
1583,"[2.32441962e-01 2.57611364e-01 3.30780484e-02 ... 1.63299104e-18
 1.49882904e+00 6.62000000e+02]"
1584,"[ 6.95573837e-02  1.78264928e+00  2.10715622e-01 ... -2.40009842e-15
  1.33333333e+00  3.88000000e+02]"
1585,"[ 1.41107962e-02  6.72808662e-02  8.74166608e-01 ... -5.18619160e-19
  7.50000000e-01  1.21400000e+03]"
1586,"[7.79282069e-03 1.18718159e+00 1.81998432e+00 ... 2.85532053e-17
 1.33333333e+00 7.02000000e+02]"
1587,"[0.00000000e+00 5.13511524e-02 2.40059614e-01 ... 9.28288229e-16
 6.68750000e-01 4.43000000e+02]"
1588,"[1.07751163e-02 1.76775560e-01 1.07788908e+00 ... 7.54974370e-15
 7.50000000e-01 3.87000000e+02]"
1589,"[1.42834291e-01 1.54676020e+00 9.99902338e-02 ... 5.75803861e-17
 1.77777778e+00 7.14000000e+02]"
1590,"[ 1.41512185e-01  2.45822132e-01  6.87470198e-01 ... -3.24097370e-15
  1.49184149e+00  3.92000000e+02]"
1591,"[ 8.55762139e-02  1.16032505e+00  0.00000000e+00 ... -9.08828799e-17
  1.33333333e+00  5.48000000e+02]"
1592,"[4.42647666e-01 1.22526813e+00 4.00030708e+00 ... 4.51327232e-18
 1.24378109e+00 4.90000000e+02]"
1593,"[0.00000000e+00 1.85239553e-01 2.60378271e-01 ... 1.05026762e-16
 1.33333333e+00 8.41000000e+02]"
1594,"[ 1.64546311e-01  2.25696608e-01  6.89892590e-01 ... -1.78941125e-17
  6.96875000e-01  1.20700000e+03]"
1595,"[ 1.50641903e-01  1.26346898e+00  0.00000000e+00 ... -5.73042301e-15
  1.49184149e+00  3.73000000e+02]"
1596,"[ 0.00000000e+00  3.81657034e-01  1.48221791e+00 ... -2.53341753e-18
  1.33333333e+00  8.57000000e+02]"
1597,"[4.87233959e-02 1.39126763e-01 2.84936894e-02 ... 5.77699730e-14
 1.50234742e+00 2.04000000e+02]"
1598,"[2.74275597e-02 1.57446504e+00 1.07222855e+00 ... 2.92267699e-14
 1.68421053e+00 3.93000000e+02]"
1599,"[ 9.30200592e-02  7.06871271e-01  0.00000000e+00 ... -4.65690465e-16
  1.50943396e+00  8.44000000e+02]"
1600,"[7.29993403e-01 8.83490145e-02 2.15170905e-01 ... 7.45543985e-15
 1.49882904e+00 5.45000000e+02]"
1601,"[ 0.00000000e+00  2.10183835e+00  2.07594126e-01 ... -2.91990871e-20
  1.49532710e+00  8.72000000e+02]"
1602,"[ 1.46237528e+00  1.73290360e+00  2.78249383e+00 ... -3.38128197e-13
  1.33333333e+00  4.81000000e+02]"
1603,"[5.28752841e-02 1.53846875e-01 0.00000000e+00 ... 3.88828432e-20
 1.33333333e+00 8.10000000e+02]"
1604,"[3.10573410e-02 8.12033936e-03 1.25104234e-01 ... 3.92522324e-15
 1.49882904e+00 4.16000000e+02]"
1605,"[1.73011079e-01 1.02092370e-01 1.39226329e+00 ... 6.62445685e-16
 6.65625000e-01 3.49000000e+02]"
1606,"[ 9.18179035e-01  2.84831941e-01  2.85914510e-01 ... -6.66690023e-18
  1.33333333e+00  9.26000000e+02]"
1607,"[2.19337463e-01 1.20154035e+00 2.53426850e-01 ... 7.82135899e-17
 1.33333333e+00 4.35000000e+02]"
1608,"[ 1.55733541e-01  8.84394288e-01  2.46332869e-01 ... -2.27714736e-18
  1.00000000e+00  4.81000000e+02]"
1609,"[ 3.31887379e-02  7.22141445e-01  0.00000000e+00 ... -7.70441681e-17
  1.50943396e+00  4.55000000e+02]"
1610,"[ 6.39680475e-02  1.23471034e+00  8.71311724e-01 ... -6.24741462e-17
  1.33333333e+00  8.73000000e+02]"
1611,"[ 1.45575672e-01  9.51258004e-01  6.41104653e-02 ... -5.67585336e-12
  1.49882904e+00  1.29000000e+02]"
1612,"[ 0.00000000e+00  2.30824843e-01  2.98983783e-01 ... -1.33122198e-18
  1.33056133e+00  1.51600000e+03]"
1613,"[7.44431168e-02 9.09827888e-01 9.25976992e-01 ... 3.54885711e-18
 1.33333333e+00 1.03800000e+03]"
1614,"[ 2.45055154e-01  1.07104874e+00  3.40706408e-01 ... -2.78994946e-16
  1.33333333e+00  6.56000000e+02]"
1615,"[ 3.80903669e-02  8.42091441e-02  3.79600264e-02 ... -9.81275045e-17
  7.50000000e-01  5.51000000e+02]"
1616,"[ 6.05158024e-02  9.03418809e-02  2.76706904e-01 ... -2.68155203e-16
  1.33891213e+00  1.01200000e+03]"
1617,"[ 6.43250704e-01  5.40294588e-01  7.53507793e-01 ... -3.70733443e-17
  1.33333333e+00  4.44000000e+02]"
1618,"[2.19488531e-01 1.72791243e+00 1.42776036e+00 ... 1.19691707e-17
 1.25000000e+00 4.64000000e+02]"
1619,"[ 2.68127918e-01  5.91095798e-02  1.18047154e+00 ... -1.60111855e-16
  6.65625000e-01  7.71000000e+02]"
1620,"[ 1.29003059e-02  4.03413028e-01  9.08654749e-01 ... -3.76292044e-17
  7.50000000e-01  1.04600000e+03]"
1621,"[8.35038200e-02 3.65312159e-01 1.18970849e-01 ... 1.11093624e-17
 1.49882904e+00 1.17100000e+03]"
1622,"[ 4.87369448e-01  3.88815939e-01  8.51091802e-01 ... -6.32391420e-19
  1.22840691e+00  1.31300000e+03]"
1623,"[ 2.32977942e-01  8.13493252e-01  3.81296903e-01 ... -2.48005688e-18
  1.33333333e+00  1.09600000e+03]"
1624,"[ 4.11595136e-01  3.48455220e-01  1.13497347e-01 ... -5.67520617e-13
  7.50000000e-01  2.29000000e+02]"
1625,"[ 2.65755534e-01  1.29618931e+00  3.36506516e-01 ... -6.09354804e-16
  1.49882904e+00  4.61000000e+02]"
1626,"[ 3.30925018e-01  3.29173952e-02  0.00000000e+00 ... -3.25119785e-27
  1.63934426e+00  1.37300000e+03]"
1627,"[2.50702128e-02 6.67998753e-03 1.57410055e-01 ... 1.96493525e-17
 1.49882904e+00 4.83000000e+02]"
1628,"[ 1.30173504e-01  4.81018871e-01  7.33099103e-01 ... -9.90424290e-18
  7.50000000e-01  8.20000000e+02]"
1629,"[ 3.47694866e-02  5.20779431e-01  4.89327133e-01 ... -1.43438101e-17
  1.50588235e+00  8.48000000e+02]"
1630,"[1.43103337e+00 2.41241121e+00 2.95286715e-01 ... 1.56618858e-15
 1.18299445e+00 1.83000000e+02]"
1631,"[1.26447096e-01 8.43037605e-01 1.32442880e+00 ... 7.85273401e-19
 1.33056133e+00 9.29000000e+02]"
1632,"[7.39432514e-01 3.63258719e-01 6.09122589e-02 ... 2.23024774e-18
 1.49882904e+00 7.91000000e+02]"
1633,"[ 8.17046836e-02  1.73940039e+00  2.08745271e-01 ... -2.35974907e-23
  6.67187500e-01  1.38900000e+03]"
1634,"[ 0.00000000e+00  1.59320608e-01  4.64870095e-01 ... -1.20567646e-14
  7.48437500e-01  5.66000000e+02]"
1635,"[ 7.30466843e-03  6.04582489e-01  2.68208086e-01 ... -2.64329758e-17
  6.67187500e-01  6.32000000e+02]"
1636,"[ 0.00000000e+00  6.53157771e-01  1.20983016e+00 ... -6.19838456e-19
  7.50000000e-01  8.08000000e+02]"
1637,"[ 1.71803743e-01  1.29492432e-01  6.09472930e-01 ... -3.38543089e-16
  1.49882904e+00  4.78000000e+02]"
1638,"[9.47998986e-02 1.14269567e+00 5.21221936e-01 ... 1.34500472e-16
 1.33333333e+00 4.97000000e+02]"
1639,"[ 6.74447939e-02  3.74940842e-01  3.70564640e-01 ... -8.01152725e-19
  7.50000000e-01  1.33400000e+03]"
1640,"[ 6.02659583e-01  1.89891696e-01  4.20641184e-01 ... -7.38132572e-14
  1.50234742e+00  4.24000000e+02]"
1641,"[ 1.26245156e-01  1.22163460e-01  3.39971274e-01 ... -8.89473939e-18
  1.33333333e+00  2.95000000e+02]"
1642,"[ 2.23420903e-01  7.94110298e-01  1.11296266e-01 ... -1.26668524e-17
  1.50943396e+00  6.85000000e+02]"
1643,"[3.08217071e-02 2.90113866e-01 0.00000000e+00 ... 4.52569325e-20
 7.59375000e-01 1.57900000e+03]"
1644,"[ 1.98120013e-01  2.24514532e+00  1.98964551e-01 ... -6.45764887e-19
  1.40043764e+00  6.51000000e+02]"
1645,"[ 1.21937143e-02  1.51744127e+00  4.72168833e-01 ... -1.95616018e-18
  1.50234742e+00  7.41000000e+02]"
1646,"[4.03184795e+00 5.70639372e-01 1.92419493e+00 ... 1.14267618e-11
 1.33333333e+00 4.35000000e+02]"
1647,"[ 3.77734542e-01  1.32301366e+00  2.27563024e-01 ... -5.84369480e-16
  1.49882904e+00  9.31000000e+02]"
